path,contrast_0,dissimilarity_0,homogeneity_0,energy_0,correlation_0,entropy_0,asm_0,contrast_45,dissimilarity_45,homogeneity_45,energy_45,correlation_45,entropy_45,asm_45,contrast_90,dissimilarity_90,homogeneity_90,energy_90,correlation_90,entropy_95,asm_90,contrast_135,dissimilarity_135,homogeneity_135,energy_135,correlation_135,entropy_135,asm_135,labels
datasets/WHIMBREL\011.jpg,180.31662071078173,6.675719975489881,0.45653924923898276,0.0036951086036245075,0.9456434130734922,-46039147.118523724,5.638288274573528e-08,558.0157324106048,12.774486735870786,0.3489949444831415,0.0023077234216692154,0.8315817436120456,-46039147.118523724,3.52130649058413e-08,383.8036611519601,10.336320465685008,0.38078106675782153,0.002703238270549488,0.884003904986979,-46039147.118523724,4.124814255599194e-08,448.389173394847,11.342499038831182,0.35786734679445203,0.002339965006213414,0.8646654918903985,-46039147.118523724,3.570503244344199e-08,WHIMBREL
datasets/WHIMBREL\012.jpg,159.56845894607673,7.531020220587947,0.3303190547711469,0.0009358239384716816,0.9073834745496054,-37618147.21871302,1.4279540076777368e-08,228.21305651672802,8.927858515955283,0.292076220405988,0.0007595467451743118,0.8677811632391756,-37618147.21871302,1.1589763567723264e-08,137.37057291666602,6.655928308823315,0.3628810790157632,0.0011311729281556376,0.9202297998710172,-37618147.21871302,1.726032910393734e-08,268.9554940407575,9.848473663975332,0.2872422757212935,0.000743543791233993,0.8441795084880453,-37618147.21871302,1.1345577869171035e-08,WHIMBREL
datasets/WHIMBREL\013.jpg,207.0575980392124,6.626164215685882,0.5008093274791745,0.011219047009601173,0.9556820922215837,-52128989.326583,1.7118907180177572e-07,280.2976086120745,8.048504421376409,0.4351815888511965,0.009085863258164836,0.940103964663883,-52128989.326583,1.3863927090705622e-07,150.8836397058799,5.799111519607636,0.4848354415504641,0.01141453409689933,0.9677023748518683,-52128989.326583,1.741719680313008e-07,320.05114955786246,8.540868896578289,0.42791480215017874,0.008984465886527241,0.9316102149682107,-52128989.326583,1.3709206980174623e-07,WHIMBREL
datasets/WHIMBREL\014.jpg,137.92552083333302,6.095588235293745,0.47421366249052876,0.006197076465294297,0.9802152132515134,-65018332.45417405,9.455988258810878e-08,238.02349865436858,7.98139177239532,0.41506031566430174,0.004680362579027585,0.9658409764029835,-65018332.45417405,7.14166653294004e-08,143.29604779411613,6.003799019607493,0.467976782643043,0.00605409768121786,0.9794155053512366,-65018332.45417405,9.23781994814737e-08,257.18698961938094,8.251903114186922,0.42377403061914504,0.004921334103746511,0.9630896251650265,-65018332.45417405,7.50935989951555e-08,WHIMBREL
datasets/WHIMBREL\015.jpg,103.37432598039217,4.394914215686108,0.5623495503585934,0.003553426083304799,0.9748289343415443,-57274641.777497075,5.422097905433348e-08,186.66360630526893,5.946866589773164,0.45222901471260346,0.0024349775860318125,0.9545324640094557,-57274641.777497075,3.7154809357174874e-08,115.23792892156808,4.628247549019446,0.49074677980442066,0.0028834578863523048,0.9718934718822285,-57274641.777497075,4.3998075658451916e-08,199.1042522106907,6.341591695501787,0.4555971614049932,0.0024566924766906413,0.9515014388032887,-57274641.777497075,3.7486152293253194e-08,WHIMBREL
datasets/WHIMBREL\016.jpg,123.92852328431401,4.9732843137254354,0.5080812325916207,0.012707942858515953,0.9843271863173048,-54311296.79416935,1.939078194963982e-07,285.16372164552376,7.6734332948866495,0.4379460856214341,0.010189553392426921,0.9639375812729138,-54311296.79416935,1.5548024585612368e-07,170.92654718137095,5.774494485294004,0.478772083485808,0.011791555367264095,0.9783742688640173,-54311296.79416935,1.7992485606787254e-07,245.06232987312853,7.104928873510274,0.4426503632978711,0.010178300984700971,0.9690087887953897,-54311296.79416935,1.5530854774018816e-07,WHIMBREL
datasets/WHIMBREL\017.jpg,135.32164522058787,6.777037377450903,0.3444701015910365,0.0024037412696964514,0.9736681858008885,-58952682.21247119,3.6678180995124075e-08,281.73173394848465,9.614179161860877,0.29342318562032166,0.0018851732564930444,0.945311107117039,-58952682.21247119,2.8765461067093574e-08,195.2480851715658,7.611841299019417,0.341514587926814,0.0024099610595233805,0.9620013696107232,-58952682.21247119,3.677308745610627e-08,299.54357554787015,9.666974240676723,0.29539948511669334,0.0018859416593830691,0.9418535301801574,-58952682.21247119,2.8777185964707476e-08,WHIMBREL
datasets/WHIMBREL\018.jpg,147.92918198529432,5.148636642156562,0.5999648014743622,0.015057335618549656,0.9721098579268541,-59115201.40461267,2.2975670804671716e-07,256.9377623990782,6.754356016916567,0.5520490687516709,0.012036144144128163,0.9516834563154959,-59115201.40461267,1.8365698462109624e-07,113.27864583333383,4.554687499999863,0.5990405457874366,0.014413156476400303,0.9786407648143945,-59115201.40461267,2.1992731439819798e-07,205.75607843137408,5.889627066512835,0.5570844673520536,0.011952828009101281,0.9613080435496041,-59115201.40461267,1.8238568129121828e-07,WHIMBREL
datasets/WHIMBREL\019.jpg,102.20117953431362,4.324433210784206,0.5392605823908129,0.004814650357021638,0.9645377695157795,-31213831.02304866,7.346573420748349e-08,193.04907343329776,6.401476355248017,0.4437809688257386,0.0034893678990469013,0.93193768879503,-31213831.02304866,5.324352873301546e-08,104.72277879902053,4.794316789215468,0.4760456383863822,0.004145929966464219,0.9630137760210161,-31213831.02304866,6.326187082617522e-08,168.12732026143877,6.042983467897007,0.43463382276923274,0.0033716639017820757,0.9407308894401134,-31213831.02304866,5.144750826693841e-08,WHIMBREL
datasets/WHIMBREL\020.jpg,78.23840379901898,3.6766084558823002,0.6220397937602838,0.060411607037595225,0.9805862517732808,-59216154.89629229,9.21807968713306e-07,146.68393694732865,5.054532871972326,0.5653931391057843,0.049038281996351615,0.9637134501565893,-59216154.89629229,7.482648009697207e-07,94.42187500000017,4.003247549019583,0.6121325327333924,0.059047435040384115,0.9765708171401705,-59216154.89629229,9.009923559628924e-07,157.4031372549038,5.276847366397525,0.564131148304277,0.0490734620301747,0.9610617430385823,-59216154.89629229,7.488016056850388e-07,WHIMBREL
datasets/WHIMBREL\021.jpg,140.63828124999972,5.65896139705863,0.43328350197049575,0.0021475928400810393,0.9211800268747208,-41952415.55605243,3.2769666138931874e-08,277.41611687812417,8.765813148788835,0.3155288872534774,0.001247267124805309,0.8448109648334616,-41952415.55605243,1.903178596199507e-08,152.55418198529335,6.482429534313489,0.3555891921511179,0.0015264009081918611,0.9145119399785111,-41952415.55605243,2.3291029482908038e-08,224.15520184544803,7.8294809688581735,0.32289273070858554,0.0012812976288509388,0.8746059016258468,-41952415.55605243,1.955105024491789e-08,WHIMBREL
datasets/WHIMBREL\022.jpg,142.24600183823404,5.566314338235151,0.5214171635519635,0.010200332588802983,0.9642555805132195,-55465124.997346714,1.5564472333988927e-07,270.70426758939135,8.055501730103828,0.4365066623060922,0.007462828199782977,0.9321483594778459,-55465124.997346714,1.1387372131016505e-07,188.0535232843112,6.657046568627323,0.47017227577035325,0.008797575625397984,0.9527972510863006,-55465124.997346714,1.3424035072933935e-07,302.587866205308,8.611733948481278,0.4301075179446592,0.007224309225993434,0.9241567935862514,-55465124.997346714,1.1023421060170645e-07,WHIMBREL
datasets/WHIMBREL\023.jpg,476.9420189951024,14.327711397058232,0.2530678032108284,0.0008119377068765618,0.8799344140403892,-54933079.297033764,1.2389186201119413e-08,700.7070818915786,17.186374471357176,0.23424393515954917,0.0007060589034974717,0.8237375606225011,-54933079.297033764,1.0773603874167964e-08,300.97446384804005,10.773146446077904,0.3015258529632658,0.0010559351890649029,0.9242111236198203,-54933079.297033764,1.611229231361241e-08,634.6505190311372,16.41381007304889,0.23363610947797464,0.0006899531883827251,0.8403541254296294,-54933079.297033764,1.0527850164531328e-08,WHIMBREL
datasets/WHIMBREL\024.jpg,103.86815257352909,3.8948376225490193,0.589848047803544,0.031034612189985523,0.9822247912657261,-70013869.4851156,4.735506010434803e-07,206.00450595924735,5.425374855824676,0.5228955777835864,0.024609739991465145,0.9648566197809976,-70013869.4851156,3.755148314127372e-07,113.0571844362747,4.006020220588253,0.5874962615433972,0.030813023245641707,0.9806566338062206,-70013869.4851156,4.701694220831559e-07,178.140868896579,5.009580930411378,0.5269635994121196,0.024696089295794754,0.9696100459054384,-70013869.4851156,3.768324172331963e-07,WHIMBREL
datasets/WHIMBREL\025.jpg,99.578125,3.54129901960783,0.6906056736791276,0.011770106003587862,0.9756526901245921,-62549432.144004665,1.7959756475201205e-07,204.49862360630627,5.5363783160323345,0.5550416144248153,0.007521138958029481,0.9499799884817137,-62549432.144004665,1.147634728703229e-07,113.96577818627443,4.045036764705864,0.5869656386858875,0.008574580830915394,0.9720565923275579,-62549432.144004665,1.3083772019829397e-07,173.10728181468716,4.96306036139949,0.5632924893137466,0.0077539601853662595,0.9576586828309359,-62549432.144004665,1.1831604286752715e-07,WHIMBREL
datasets/WHIMBREL\026.jpg,152.56590073529378,5.820128676470252,0.4890449712997916,0.0015668019108110462,0.9339889445185974,-45439922.59002293,2.3907499859787692e-08,315.0278046905087,8.43224913494812,0.4200119425244847,0.0011240049187008635,0.8637426304502852,-45439922.59002293,1.7150953959668938e-08,183.68707107842815,6.374754901960457,0.46949500668123345,0.0014346186759975129,0.92055855513083,-45439922.59002293,2.189054376216908e-08,249.47560169165973,7.5842983467896605,0.41847950525881683,0.0011379781916309654,0.8920960531208032,-45439922.59002293,1.7364169183822104e-08,WHIMBREL
datasets/WHIMBREL\027.jpg,266.4550398284273,7.88196997548959,0.38621616411896353,0.0019524763988009418,0.9396256185678563,-57272991.92812671,2.97924255188132e-08,421.9423606305254,10.308804306036164,0.3101795032523643,0.001283385726455134,0.904598539419123,-57272991.92812671,1.9582912085802217e-08,201.2155484068572,7.405039828430934,0.3422303689897418,0.0015017627450604936,0.9543851382626589,-57272991.92812671,2.2915080948799035e-08,381.2610534409836,9.728842752787418,0.32090229468616205,0.0013467052937525435,0.9137970116935655,-57272991.92812671,2.054909200672216e-08,WHIMBREL
datasets/WHIMBREL\028.jpg,131.81113664215744,5.217417279411617,0.4460084934432535,0.0030884128146701387,0.9717626751088516,-59972328.06791211,4.712543967697355e-08,210.11404844290936,6.959046520569046,0.3728852822345446,0.0021743246357351395,0.9551116577367077,-59972328.06791211,3.317756097007964e-08,126.26556372549048,5.290686274509682,0.4204763063780181,0.0027404034243139657,0.9729505768156832,-59972328.06791211,4.1815237797759486e-08,240.5706266820481,7.050165321030443,0.37376922713012356,0.0021686446271145525,0.9486051947463877,-59972328.06791211,3.3090890916664925e-08,WHIMBREL
datasets/WHIMBREL\029.jpg,294.95600490196,9.69742647058722,0.3232636411604808,0.0010990009945844145,0.8740142499881559,-47380084.47604809,1.6769424355841286e-08,506.1266743560197,12.649150326797173,0.2806775883623818,0.0008647043007295719,0.7842886707440052,-47380084.47604809,1.3194340526269102e-08,207.1389705882325,7.840042892156602,0.35828529818142424,0.0013241560722213213,0.9115870249235226,-47380084.47604809,2.0205018191853658e-08,374.67738562091466,11.053271818531238,0.29410021589811947,0.0009071679614545082,0.8403141106781874,-47380084.47604809,1.3842284568092471e-08,WHIMBREL
datasets/WHIMBREL\030.jpg,516.5122855392164,11.004779411762645,0.37429999617206156,0.0011087497240394317,0.8268751051352489,-38268832.44212711,1.6918178162222774e-08,694.7758093040987,13.586266820453531,0.2865154126241121,0.0007194577071693805,0.7678676048622828,-38268832.44212711,1.0978053393087471e-08,154.72395833332993,6.911090686273805,0.33062325174162965,0.0009271869124104912,0.9482547032644117,-38268832.44212711,1.4147749517982349e-08,507.80556708957926,11.876955017300805,0.27995929325739427,0.0006779097915937753,0.8303358258258027,-38268832.44212711,1.0344082513332753e-08,WHIMBREL
datasets/WHIMBREL\031.jpg,130.14408700980442,6.8237132352936145,0.3088547102815855,0.0009221641250135166,0.9470738670887086,-31147323.192727026,1.407110786458613e-08,267.1234909650171,10.939377162629674,0.20683061482513393,0.0004633334619326167,0.8914504494066785,-31147323.192727026,7.069907561227672e-09,166.71511948529,8.87679227941095,0.22928726586054332,0.0005199613354839484,0.9320997241746679,-31147323.192727026,7.933980338805366e-09,269.63444828912145,11.124644367550884,0.20605324243559092,0.00045945715434027757,0.8904293772956569,-31147323.192727026,7.010759801334802e-09,WHIMBREL
datasets/WHIMBREL\032.jpg,91.76072303921572,4.599938725490022,0.5028660816250156,0.0011457733776146794,0.9896047993119541,-43161938.63453444,1.7483114282450553e-08,191.1036063052679,6.639938485198079,0.38751237210799433,0.00070171644567545,0.9782659393632663,-43161938.63453444,1.0707343226248932e-08,128.7926164215684,5.649969362744861,0.3962853233011727,0.0007733667029733156,0.9853865761886458,-43161938.63453444,1.1800639388630914e-08,194.3530642060759,7.319646289888602,0.35677720271042834,0.0006308921198350205,0.9778961177042524,-43161938.63453444,9.62664977775605e-09,WHIMBREL
datasets/WHIMBREL\033.jpg,231.29502144607497,7.2210937499995635,0.41843145158212824,0.0034429836603184476,0.830563816638148,-39890908.11851607,5.2535761418433344e-08,480.7324106113048,11.165997693194711,0.3316631167149711,0.002268862905921051,0.6480648772272225,-39890908.11851607,3.4620100493180097e-08,248.8349724264671,8.572625612744423,0.32727194020997197,0.002111630672585364,0.8172234847894585,-39890908.11851607,3.222092701088507e-08,320.9849134948106,9.893148788927125,0.2914603267682966,0.0016845673617088394,0.7650130203483109,-39890908.11851607,2.570445803388732e-08,WHIMBREL
datasets/WHIMBREL\034.jpg,344.9781709558834,13.953998161763968,0.15526278302601296,0.00020326678178164643,0.8820267493068709,-47912377.080108665,3.101604946619361e-09,462.51487889273966,16.193556324490583,0.1397776464644249,0.0001803911517189216,0.8422295705463133,-47912377.080108665,2.752550532820459e-09,129.90684742647144,8.019132965686094,0.2332108311292247,0.00036560152457888794,0.9556400845920614,-47912377.080108665,5.57863654447766e-09,412.57374855824935,15.139284890426561,0.14803525900460227,0.00019024806506118592,0.8592625769176612,-47912377.080108665,2.902955094317412e-09,WHIMBREL
datasets/WHIMBREL\035.jpg,202.9756127450964,10.519791666666086,0.192060913313122,0.00038928860932393793,0.8864699885097019,-40316162.41593162,5.94007277410794e-09,293.7775163398735,12.52947327950766,0.1732545984508465,0.0003428177817628774,0.8358022742327363,-40316162.41593162,5.2309842187939056e-09,97.57771139705898,6.789782475489985,0.26836588639128306,0.0006487168866091166,0.9454167667405334,-40316162.41593162,9.89863413405024e-09,251.19035755478865,11.643229527104797,0.18069398851107046,0.00035683693655221775,0.8596074603007241,-40316162.41593162,5.444899544558987e-09,WHIMBREL
datasets/WHIMBREL\036.jpg,81.14500612745013,5.164276960784042,0.35902490786208907,0.0005435660544472078,0.9839571713309944,-45151234.09584789,8.294159766345334e-09,171.9490196078455,8.523629373317815,0.2359422511163278,0.00023698204975727998,0.9660140194364659,-45151234.09584789,3.6160591088452145e-09,89.29684436274563,6.175888480391979,0.28552784615414806,0.00029962066685589674,0.982352651359503,-45151234.09584789,4.571848554319713e-09,152.5661822376019,8.093133410226756,0.2405852513588391,0.00024111945823930436,0.9698451991423068,-45151234.09584789,3.679190952137823e-09,WHIMBREL
datasets/WHIMBREL\037.jpg,94.15871629901973,6.457368259803773,0.3193661250869064,0.000845985749921905,0.9634092656000217,-40378801.42209618,1.2908718107939224e-08,116.89654748173766,7.277139561707056,0.28286658824162386,0.0006671754468196879,0.9546662071793486,-40378801.42209618,1.0180289410700804e-08,67.67521446078425,5.246629901960613,0.34905725471494814,0.0009770685450382667,0.973732391105343,-40378801.42209618,1.4908882828342692e-08,189.31264898116342,8.976808919646212,0.26858702914528265,0.0006282342830612129,0.9265814126030584,-40378801.42209618,9.586094407061964e-09,WHIMBREL
datasets/WHIMBREL\038.jpg,42.4048100490196,4.040134803921543,0.37313330269469286,0.0005998982653531695,0.9925862521516242,-41807810.30598251,9.153721089983666e-09,80.26091503267938,6.0812610534409925,0.28552586070558694,0.00037735972663635565,0.9859833744542731,-41807810.30598251,5.7580524694268135e-09,48.07909007352944,4.737178308823412,0.3297305853496941,0.00048014569310030997,0.9916193503911279,-41807810.30598251,7.3264418502854914e-09,88.73061130334483,6.018239138792809,0.29609275250069755,0.0004009156860232238,0.9845040382798191,-41807810.30598251,6.1174878848758515e-09,WHIMBREL
datasets/WHIMBREL\039.jpg,113.88632046568634,5.368918504901997,0.4094815295007961,0.0061037856017292025,0.968818868094464,-68246387.67045045,9.313637697951054e-08,262.51020376778445,8.346451364859709,0.33269845444621493,0.004449770524186938,0.9283268287863166,-68246387.67045045,6.789810980509854e-08,165.2450674019593,6.601133578431341,0.36742601450553664,0.005226953514536176,0.9547630905340945,-68246387.67045045,7.975698111780054e-08,223.2703883121891,7.824513648596754,0.33294267862808913,0.004410870630451334,0.9390404364742463,-68246387.67045045,6.73045445320333e-08,WHIMBREL
datasets/WHIMBREL\040.jpg,163.4855545343113,7.412576593136994,0.2824413046961442,0.0012384767690011055,0.8983210038629363,-46512435.76135042,1.8897655776994407e-08,288.01221068820115,9.753940792002929,0.2395050218355585,0.0009657981189324606,0.8214065378959517,-46512435.76135042,1.4736909773749704e-08,159.9392003676455,7.376485906862491,0.2773499856418264,0.001186463716441693,0.9005588660312416,-46512435.76135042,1.8103999579493608e-08,261.7507420223034,9.526028450595799,0.24119514598471167,0.0009754514019613017,0.8376910256171262,-46512435.76135042,1.4884207183247402e-08,WHIMBREL
datasets/WHIMBREL\041.jpg,233.38736213235012,8.042264093136934,0.3399912488617182,0.005629959781093809,0.9720871348855047,-69465876.73958175,8.59063687300691e-08,437.6837370242192,11.075970780469124,0.2938202302494169,0.004661358502134673,0.9477779776866282,-69465876.73958175,7.112668612876394e-08,256.1481311274483,8.198651960784012,0.35412602250579434,0.006189730540462202,0.9693712452880456,-69465876.73958175,9.444779267062686e-08,452.0613917723938,11.120615148019965,0.29666129827171644,0.0046902976570836535,0.9460626475536767,-69465876.73958175,7.156826258977743e-08,WHIMBREL
datasets/WHIMBREL\042.jpg,74.94325980392144,3.71783088235294,0.6119536928916232,0.01974195926934652,0.9037762161102553,-41071733.5623646,3.012383921714252e-07,129.38618992695115,4.937254901960793,0.5303957152024327,0.013692883212191328,0.8334429231568926,-41071733.5623646,2.089368165922749e-07,87.87729779411788,3.924908088235275,0.56732800017088,0.015768411732416613,0.8864643865429908,-41071733.5623646,2.406068684755953e-07,159.24598231449605,5.4716801230295955,0.5181414715037166,0.013196016023766329,0.7950048620151052,-41071733.5623646,2.013552249720204e-07,WHIMBREL
datasets/WHIMBREL\043.jpg,89.25114889705856,3.886534926470473,0.562873475648963,0.005403955467661176,0.9904705951396225,-53496406.15638992,8.245781658418542e-08,154.36722798923464,5.156924259900058,0.4646419103880749,0.003470062988520222,0.9835325130277025,-53496406.15638992,5.294895917541843e-08,93.94793198529382,4.02311580882343,0.5008566933206984,0.003966966839489319,0.9899558735105951,-53496406.15638992,6.053111022169981e-08,181.34517493271903,5.8206843521722655,0.46041718593608627,0.0033997822681099935,0.9806545272981884,-53496406.15638992,5.187656048751821e-08,WHIMBREL
datasets/WHIMBREL\044.jpg,133.25818014705698,4.3093749999999025,0.6526015385080552,0.027470231105712048,0.9781136038992362,-64666646.87893876,4.191624619401863e-07,305.6395078815875,6.55340253748556,0.5922250555206622,0.021572131264096957,0.9499492260089283,-64666646.87893876,3.2916460058741695e-07,221.07058823529232,5.439828431372279,0.6397324753534283,0.026402275205712644,0.9636865058707895,-64666646.87893876,4.0286674813404303e-07,305.74082276047767,6.472418300653578,0.5957584956577321,0.02178527414041357,0.9499326612319476,-64666646.87893876,3.3241690277730667e-07,WHIMBREL
datasets/WHIMBREL\045.jpg,118.67662377450908,5.6256740196074535,0.39475905158799907,0.00041546590967116013,0.9857628860193312,-43331406.85973789,6.339506678331911e-09,272.243060361403,9.379853902345406,0.2683730903355015,0.00020601120351043526,0.9673134381554845,-43331406.85973789,3.143481498877491e-09,181.3079656862683,7.728094362744775,0.29272563067404567,0.00023570704945964294,0.9782187409550002,-43331406.85973789,3.596604148248946e-09,265.76882737409204,9.547558631295814,0.26146763794832273,0.0001978176258177695,0.9680899977546102,-43331406.85973789,3.0184574251978988e-09,WHIMBREL
datasets/WHIMBREL\046.jpg,162.64339767156696,5.5598192401959645,0.4862531971350617,0.00831523339411975,0.9775325643927362,-57380807.339714676,1.268803923663292e-07,315.3574471357181,7.97111880046137,0.40792657703330665,0.006096070878012345,0.9565576888488208,-57380807.339714676,9.301865963763955e-08,204.33517156862447,6.461580882352783,0.446981282626697,0.007459909453019871,0.9717800708996696,-57380807.339714676,1.1382918476897997e-07,336.3149865436385,8.344913494809688,0.4106282436210102,0.006228360339921903,0.9536707145310596,-57380807.339714676,9.503723663210911e-08,WHIMBREL
datasets/WHIMBREL\047.jpg,134.25729166666704,5.826501225489737,0.4218005072909039,0.0009596157990616589,0.9859669315787614,-43782409.00296184,1.4642575058924238e-08,217.74328335255905,7.951787773933162,0.31635574624363194,0.0005979145335075779,0.9772153634139313,-43782409.00296184,9.12345174419522e-09,127.79946384803885,6.14909620097988,0.36087724451516323,0.0007447077521265859,0.9866378464166803,-43782409.00296184,1.136333850290811e-08,236.83064975009813,8.147712418300735,0.33686854861824705,0.0006370685512522096,0.9752178261967562,-43782409.00296184,9.720894641909937e-09,WHIMBREL
datasets/WHIMBREL\048.jpg,159.98189338235164,7.398805147058464,0.3436656426111676,0.00046343013260374615,0.9696406825981827,-38908928.798379,7.0713826386069664e-09,313.91074202230226,10.756232218377544,0.2487620760946744,0.0002832373494889509,0.940332993728764,-38908928.798379,4.321858970473494e-09,201.61115196078137,8.517524509803359,0.2831392656580652,0.0003401251546881007,0.9617222498726434,-38908928.798379,5.1898979902359115e-09,317.54854286813077,10.753341022683593,0.26142940346400845,0.0002945337470387059,0.9396389904248196,-38908928.798379,4.494228317851347e-09,WHIMBREL
